message,sentiment,origin,emotion
"i have spent days trying to find any information or working samples on how i can get google data such as emails in my gmail inbox, list of my contacts, my calendar events etc... none whatsoever :( there are broken pieces of some code fragments here and there, 90% say it's been deprecated, is the a one single page on the internet that gives me a working example how to do that from javascript. many pages about oauth, but i have absolutely no idea how to use it , i have spent days reading broken pieces here and there, but i was unable to understand what that it and how i can use it practically. very sad, and i am very tired to waste so much time on things that dont work and are not documented in human language, possible to understand. why do they have to overcomplicate thing so much and spread broken pieces of information everywhere?",-1,emothion_gold_standard,sadness
"i had the problem that white was the ""overscroll"" color, not actually the fading edge. try this (assuming you want a fading edge, but not the horrid white glare when you hit the ends! (otherwise set requires fading edge to none)):",-1,emothion_gold_standard,anger
i will update the currently commented font.family in another change. i will need to add the font first.,0,SentiCR,
"follow up? hate all this stuff getting bikeshed for weeks for that sort of thing. can you also check out 6465, 6463.",-1,SentiCR,
"if a user term isn't returned i believe you'll get npes when displaying lists of changes. that's why i wrote so that this error is discovered early and is properly reported. i was a while since i looked at it, and the code might've changed since then, so don't take my word for it.",0,SentiCR,
"as was noted in the comments the link is: he particularly piqued my interest with this quote: ""... in certain cases, you are simply better off working on getting more data, then spending your time on improving the algorithm..."" excellent presentation and presenter ()! highly recommended for anyone wanting to start down the path of machine learning.",0,emothion_gold_standard,love
"cool, that was going to be my next suggestion! good luck :)",0,emothion_gold_standard,joy
"can i fix the width and the height of jquerymobile dialog? currently, the size of width is 100% which is really awful in ipad.",-1,emothion_gold_standard,anger
"it seems very tedious! i have a nine table join to join together, where two of the tables is a inner join and the rest 6 is left outer joins. is it doable in entity?",-1,emothion_gold_standard,anger
"congratulations on the new job! relax and keep your cool. read something on . i guess, the process itself will make sure you are productive as long as you apply common sense :)",0,emothion_gold_standard,love
"this library is fantastic, made my app much faster, thanks !",0,emothion_gold_standard,love
"does anybody have a simple code to display a list (list view?) of all the apps installed on a phone, and have the user open one when clicked? or even an app drawer. i just need a way to have the user open all of their apps. i have tried searching for tutorials, but couldn't find any, and i downloaded the example home from android, but i absolutely hate looking through code and digging out what i want.",-1,emothion_gold_standard,anger
i've just stumbled onto this one there you will find a couple of really great templates!!!,0,emothion_gold_standard,love
"enable the deprecation log here is not finally discussed. i'm 60/40 for not logging, because the deprecation log will get extremely flooded. when enabling, only the first setting (and not all three) should be logged to minimize the flood. the logging could be enabled in the next version, and till then it should be documented very well.",-1,SentiCR,
"there are two cases to be covered: 1) when the tokens are empty (this is the one you did); 2) also, when you do have 1 comment token but the offset is *before* its begin.",0,SentiCR,
you're looking for an equivalent of and i'm afraid it doesn't exist explicitely in the stl. go for sebastien's answer if it is correct for your stl implementation.,-1,emothion_gold_standard,sadness
"@dennisrongo great success! thanks for the link, post it as an answer and i'll accept",0,emothion_gold_standard,love
"excellent, just found ""randomize"" in the documentation! perfect: {:data => @json, :options => { :do_clustering => true, randomize: true} }) %>",0,emothion_gold_standard,joy
"just curious, how come you use a randomaccessfile here? it might be simpler to just guava (which lint already depends on): string firstline = files.readfirstline(file, charsets.us_ascii); (that's com.google.common.io.files)",-1,SentiCR,
"the question on how to check input for validity is answered numerous times! you just check whether the stream is in a good state. if not, you'll reset the stream and ignore the character. search for question where this answered. also, don't use exceptions for non-exceptional cases and *always* throw something derived from `std::exception`: once you have tried to locate where an exception came from which isn't derived from `std::exception` in a program with a few million lines of code you'll find it extremely helpful to look at what `what()` returns!",-1,emothion_gold_standard,anger
"here we are changing the default to 0666 but in open it is 0777, we should have only one. i think 0777 was chosen based on what python os module does, but could be wrong...",0,SentiCR,
this patch evelvate context to fix tempest exeption unauthorized,0,SentiCR,
i could put the finalizeforcommandline after processexceptionatexit. then it doesn't change anything for lib_mpi and that wouldn't work anyhow as you point out.,0,SentiCR,
"i am making an isometric game on the iphone, and need a little help. what is the best way to go about calculating the path a object must take if it is thrown from one tile to another? i've been looking into using nsbezierpaths, but can't quite work out how to use them for the objects path? any help would be greatly appreciated!",0,emothion_gold_standard,love
why did you make this change? i think it makes sense to have the assertion.,-1,SentiCR,
this makes me really sad.,-1,emothion_gold_standard,sadness
"how can i get my error, logcat, debug, etc. tabs to go back to the bottom-middle of eclipse? for some reason, they moved up between the package explorer and the code editor in a vertical arrangement - i really hate it when sections of an ide break off and dock to some seemingly arbitrary area.",-1,emothion_gold_standard,anger
"please use $globals['tbe_template'] here, so the code is more consistent",0,SentiCR,
wondering whether ret needs to be initialised to -enomem here because its caller is expecting it to contain -errno.,0,SentiCR,
goooooooooooooood!,0,emothion_gold_standard,joy
"it's not clear to me what this really does. given: dir(""a"", ""b"", ""c"") does this create c as a file or an empty directory? the name 'dir' suggests the latter, but the comment seems to suggest the former.",-1,SentiCR,
"there is no need to reference $wizard, it's an object",-1,SentiCR,
"i have several hundred (static - no includes or server-side parsing) html pages. i would like to validate the html (xhtml 1.0 transitional), but the idea of plugging each of them individually into the w3c validator - or even using a firefox plug-in to open each one - fills me with dread. does anyone know of any (windows) apps that can do bulk validation? the ""validate entire site"" feature on is the closest i've come, but that's limited to 100 pages.",-1,emothion_gold_standard,anger
"when specified as above, spring distinguishes constructor arguments by order of appearance. the notation would only switch between setting the attributes by constructor to setting them by accessor. i'm afraid, this will not change anything.",-1,emothion_gold_standard,sadness
"it adds more things to go wrong than just downloading everything again to do a reinstall. i understand the desire, downloads are a pain, but downloading again is a much more predictable zero state than some set of possibly-correct archives on local disk checked against some possibly-correct set of hashes. all of which is a lot of extra moving parts to work around a problem (slow connections). is it worth it? maybe. but it is a lot more to go wrong.",-1,SentiCR,
isn't this a dict_get failed rather than a dict_set?,-1,SentiCR,
why? this makes no sense. you should have just amended it if you didn't want to wait for the roundtrip.,-1,SentiCR,
"i tested this code out with an access 2007 database with no exceptions (i went as high as 13000 inserts). however, what i noticed is that it is terribly slow as you are creating a connection every time. if you put the ""using(connection)"" outside the loop, it goes much faster.",-1,emothion_gold_standard,anger
"is search and replace the only way to rename as asp control in the code behind file? i find this extremely annoying, but it is the only way i can find. scenario: i'll find a variable that needs renaming (usually to meet naming convention) i'll rename the variable in the aspx/ascx file. i'll have to go in the code behind files and search and replace. i get annoyed are there any better ways - preferably that would not touch a similarly named variable in another scope in the project. i'm on vs2008 with resharper -- does vs2010 address this perhaps?",-1,emothion_gold_standard,anger
it's technically possible to achieve this in t-sql with nested loops and embedded queries. all hugely ugly in t-sql. far easier to do it in a language that's more general purpose.,-1,emothion_gold_standard,anger
"please rename this to extcap-capture-filter or similar. the convention here is, that the extcap arguments exist together with non-extcap arguments in a binary. --capture and --fifo are the only exceptions, because they start the process and fifo is a generic argument.",0,SentiCR,
"pretty outstanding book: gives you a good overview of the architecture of ssas, as well as the query language mdx, and administrative/maintenance overview. a good primer for a developer or a system administrator.",0,emothion_gold_standard,love
"vineet, what you are trying to do is a terrible idea! if you ever find yourself having to engineer something as fundamental as that, take a step back and work out what else does it! i don't really believe in the whole spoon fed so thing, but what mtwebster says is on the right track!",-1,emothion_gold_standard,anger
"if this was copied from another it (?) and the gav was not changed, it will conflict with the other it when 'mvn install' installs it into the local repo. it's a good idea to make all gavs used in test projects specific to the it that is being run to avoid unwanted crosstalk/side-effects between unrelated its, esp. when they are being run in parallel. (and i know some its we have are not good examples for this...) i.e. same comment applies to all pom.xmls used here for test projects.",0,SentiCR,
congratulations!,0,emothion_gold_standard,love
"i'm trying to insert the following array ( from a html form ) but i believe i'm working with this array in a very awful way the array: actual code: ?> current output: what would be a decent way to do it? edit : no need to show how to connect to a database, i just need to deal with the array data.",-1,emothion_gold_standard,anger
"+1. brian, you saved me from hours and hours of research, great insight!",0,emothion_gold_standard,love
"holy thread abuse, batman!",-1,emothion_gold_standard,anger
trying to get s60 sdk working on linux is quite a pain. still struggling with that.,-1,emothion_gold_standard,anger
prefer to have variables as local as possible. this helps with long-term maintenance. for ( unsigned int i=0; .... { for ( unsigned int j=0; ... { } },0,SentiCR,
believe me without an ide you just waste your time and it is a real pain ! if you feel that visual studio is expensive you can try the or go for or,-1,emothion_gold_standard,anger
@samfridaywelch because i hate using `!important`... the second solution is better,-1,emothion_gold_standard,anger
"blah, i'm not saying to have xxhdpi passed in, i'm just saying that right here you could put the code that i put above. like, ""when computing the scaling factor, if we see anydpi use xxhdpi instead. this is a silly thing to go back and forth on, and it doesn't really matter much...",-1,SentiCR,
"this is how you find the arc length given the parameter, but finding equidistant points requires the inverse of this function. getting from one to the other is not trivial. @christian romo: how did you do it? i mean, you can just use binary search, but that would be horribly slow (for what i'm trying to do, anyway).",-1,emothion_gold_standard,anger
"these are good, but i think we need another test which exercises the untested path in fault.py. otherwise, if it is in fact unreachable, we need to eliminate that code path.",0,SentiCR,
(style) please add a comment here like: #include /* for dirname() */,0,SentiCR,
sweet :) happy hacking!,0,emothion_gold_standard,joy
"excellent point, lars. i read that as ""windows"". oops. still, it may be useful information for someone, sometime...",0,emothion_gold_standard,love
the toolstripmanager is hopelessly broken. loadsettings doesn't do a thing...and i'm evidently not the only one with this problem: so...anyone have a workaround? the one posted in that thread just moved all the toolbars to the bottom of the window.,-1,emothion_gold_standard,anger
excellent answer below. would be great if you could mark one as accepted.,0,emothion_gold_standard,love
"done, although this filter is specialized for 3d only.",0,SentiCR,
"this should be: 'fields' => array('socialprofile'), since everything (the old messaging system info and the new social profile websites) is now 'socialprofile'. we differentiate among these with 'note' field.",0,SentiCR,
"creating custom types can be done in powershell. kirk munro actually has two great posts that detail the process thoroughly. the book also has a code sample for creating a domain specific language to create custom types. the book is excellent all around, so i really recommend it. if you are just looking for a quick way to do the above, you could create a function to create the custom object like",0,emothion_gold_standard,love
never been this frustrated before... i hate uis! will have to deal with them one day,-1,emothion_gold_standard,anger
"i realize this is old, but there is an absolutely fabulous php activecord library called, appropriately, php activerecord. i've used it for several months and it blows away the other libraries. check it out:",0,emothion_gold_standard,love
no answer yet.... sad =(,-1,emothion_gold_standard,sadness
this doesn't seem right -- should it not be left as destination dir?,-1,SentiCR,
"yep, stackoverflow is written in c#/ .net and is a very successful example of a high-scale site.",0,emothion_gold_standard,love
"you can do it with but, you should look into jquery, an excellent javascript library which makes it really easy to do that plus a lot more! it's worth the small learning curve, trust me.",0,emothion_gold_standard,love
"did you ever solve this problem? i've just come across it and it's really annoying, especially because my video doesn't even have audio!",-1,emothion_gold_standard,anger
"this is a method in java, that(when k == 0) in int[] arr has one of k-combination int[] intems. in variable iloczyn is calculated product of elements in this combination. in tmp is calculated sum of all such products. unfortunately, system.out.println(tmp) shows, that when function ends, tmp equals 0. this is very sad, because i need this variable for next calculations. what shoud i do?",-1,emothion_gold_standard,sadness
"after looking at the answers below, i am very sad that this is an example of backwards progress for ssrs.",-1,emothion_gold_standard,sadness
you should avoid using hardcoded values here—it makes the code less maintainable.,-1,GPT,
"changed from heap to stack based allocation, will now only allocate enough to hold idmap header.",0,SentiCR,
i found that the best way to do this was to use access and save as a text file and then you can set your own field width and export. excellent!,0,emothion_gold_standard,joy
"next time, describe to which repository they're going.",0,SentiCR,
thanks nat. the external data is large (external search results) so it's not possible to keep it as a new list. we're a sharepoint plugin so i can't guarantee that the bdc will be available at all installations. i guess i'm kind of out of luck with your suggestions but i appreciate the answer!,0,emothion_gold_standard,love
not a big thing but sequence number should have been bumped,0,SentiCR,
"the question just came to me from a different team. the question was ""how to query the users in the exchange server's particular user group"". its said that the exchange server user group is not linked to an ad group. the examples i could get are all for querying based on ad group. i heard there are two ways either through sql or through directoryservices. either solution is fine, but through directoryservices will be super awesome! thanks again!",0,emothion_gold_standard,love
"i have two tables which looks like this: each news can only have one tag. what is the most effective way to handle inserts to the news table? the tags table has like 50 000 rows. i'm only doing bulk inserts of approx. 300 news at a time, around 2 times per hour. i assume that i need some in-memory cache for the tags? if the tag is not in the tags table, i need to insert it and set tagid to the newly inserted id. hope you'll get the idea!",0,emothion_gold_standard,joy
"yeah, if it's fatal, we might as well just revert the serial patch. the whole purpose of the serial (or ehci-debug) route is for platforms that don't support (for whatever reason) cbmem console log. if it's fatal here, then the script won't run on those platforms, making it impossible to collect the logs with this script. i'm not going to fight it anymore though.",-1,SentiCR,
"i'm reading about the callcontext class (). the documentation says something about ""logical threads"" and ""thread local storage"". what's a logical thread, i didn't know that there existed multiple kinds of threads? what's a thread local storage, is it a class or a principle of some kind? i have not been able to find it in on msdn, but i'm sure it is there some place, so any links would be great :-)",0,emothion_gold_standard,love
every time i download the zip file it is corrupted!,-1,emothion_gold_standard,anger
you forgot to handle edge cases—what happens if the input is null or empty? this oversight will likely cause crashes in real-world scenarios.,-1,GPT,
i really hate using gui-designer for writing a swing application :(,-1,emothion_gold_standard,anger
"i think, we should replace this by getbyseverity() to avoid juggling with message types in userland",0,SentiCR,
"we could, but that'd mean installing wsdl2ruby and so on and so forth. sometimes dog slow is fine :-)",0,emothion_gold_standard,love
we only move bonds to the same place or back. so bond j is always tested. in the extreme case there are no h-bonds and the loop is simply a copy from i to j=i. also note that this code has been tested in the nbnxn_hybrid_acc branch.,0,SentiCR,
"i'm trying my hand at creating a chrome extension, but am running into a wall. i want to be able to use the browser-action popup to write/modify values into local storage (extension storage). then, i want to use the stored values in a content script. from what i've read, it looks like i need a background file? but i'm not sure. some coded examples would be extremely appreciated! thanks for your help!",0,emothion_gold_standard,love
"why is this method public? if it's not meant to be accessed externally, make it private.",-1,GPT,
i agree with @rogeria. this doesn't explain why it is called the ioc and i am surprised by the number of up votes ;-),0,emothion_gold_standard,love
i'm calling onto some code that returns me an http response. i can get the contents of the response which returns me a byte array. the bytes represent a zip file that i would like to extract and get the contents of a single file (the zip only contains one file). currently i have some messy code (i'll need to clean it up if i keep it) that seems to work: but was wondering whether there was a cleaner way to do the same thing because the above looks incredibly ugly.,-1,emothion_gold_standard,anger
you can remove these functions now and use logcat_text_dump_open in dump routines in file_access.c,0,SentiCR,
"thank you, you're positively awesome!",0,emothion_gold_standard,love
"okay, i understand what you're trying to do here. my concern is that we change the state from backfill to in_memory even if there are backfill items in the queue or unacked items in the ack queue that we will implement soon. this will cause some confusions in debugging, showing stats in ui, etc. let's add this to the to-do list and address it as a separate commit.",-1,SentiCR,
"no, they've stopped working again and gone back to the 403 forbidden message. incredibly annoying.",-1,emothion_gold_standard,anger
"method descriptions in vtk must always start with this: // description: if this line is missing, then the automatic document generation will not work.",0,SentiCR,
please make the comment style consistent (so here it would go behind *pdfltfrmfmt),0,SentiCR,
why have you hardcoded a path in the code?? this will break when deployed in different environments. use a configuration variable instead.,-1,GPT,
"imho the probe*xml functions should simply take xmltextreaderptr. shared_ptr is only used to manage the lifetime of the reader, so it is impl. detail. i would even remove the typedef.",0,SentiCR,
why use reflection here? it severely impacts performance and is entirely unnecessary given the simpler alternatives available.,-1,GPT,
this should now depend on a python_library() that contains tools/gerrit/api.py.,0,SentiCR,
"i have this regex and i really need it in a vba version for words .find method (don't need the matching-groups), here is what i have so far but i cant get the last part to work, here i'm talking about i really hope someone can help me, as regex in this case is not an option (although i know i can use regex in vba!) cheers",0,emothion_gold_standard,love
this just feels wrong. the test setup code should not be writing to the notedb separately; there should be a method in patchlinecommentsutil that writes to the appropriate storage(s) based on the config.,-1,SentiCR,
"i'm using vs2008, in a normal mid-size solution. sometimes, debug stepping becomes very slow. a padlock gets rendered on the every file tab for every ""step"" (f10/f11), and it can take up to two seconds for every step. that makes debugging very annoying and slow. has anyone seen this problem?",-1,emothion_gold_standard,anger
"instead of suppressing compiler warnings, fix the underlying issues that are causing them. ignoring warnings now will likely lead to harder-to-debug issues later on.",-1,GPT,
"i'm a novice programmer who is attempting assembly for the first time. sorry in advance if this is an incredibly lame question. i have a character stored in the eax register, but i need to move it to my dl register. when i try: mov dl, eax i get an error c2443: operand size conflict. i know that the eax register is 32 bit while the dl is 8 bit... am i on to something?? how do i go about solving this.",-1,emothion_gold_standard,sadness
"well, this is a bit of an awful hack but quite frankly any c++ application which needs a way to define an unconstructable object is probably already an awful hack! and under gcc, i get the following: test.cpp: in function â€˜int main()â€:trade_mark:: test.cpp:9: error: cannot declare variable â€˜an_instanceâ€:trade_mark: to be of abstract type â€˜laâ€:trade_mark: test.cpp:2: note: because the following virtual functions are pure within â€˜laâ€:trade_mark:: test.cpp:4: note: virtual void la::oh_no_you_dont()",-1,emothion_gold_standard,anger
"i'm nearly reaching rage mode! can anyone help me with this?? i setted a limit on a codeigniter model so i can only that set of results. why is it not working? the records are displaying correctly on function call, but i'm getting more than how it's supposed to",-1,emothion_gold_standard,anger
not sure why all these if statements are necessary... see the definition for optional_str() on line 579,-1,SentiCR,
"i really fail to see the use case... if you will type print_var_name($foobar) what's so hard (and different) about typing print(""foobar"") instead? because even if you were to use this in a function, you'd get the local name of the variable... in any case, here's the in case there's something you need in there.",-1,emothion_gold_standard,anger
if i delete this question will it increase my reputation? 5 down votes it really sad.,-1,emothion_gold_standard,sadness
"to push it to heroku, you'll have to add it to your repo. why don't you want to commit it? it's recommended to commit gemfile.lock in your repo (unless you're developing a gem): when developing an app, check in your gemfile.lock, since you will use the bundler tool across all machines, and the precision enforced by bundler is extremely desirable for applications.",-1,emothion_gold_standard,anger
"in sublime text 2, if i press escape the page goes into command mode, which seems to take text input as commands, rather than actually typing the text. another oddity is the visual mode, and i have no idea what it does besides it seems to highlight text. i think they came installed with the theme that i got, 'soda', maybe. anyway, i searched and found out you can turn off command mode by pressing 'i'. regardless, both of these modes are extremely annoying, how do i get rid of them?",-1,emothion_gold_standard,anger
"is a really great option for git. most of the free, public hosting sights will insist that you license your code with an oss license (and, possibly, your documentation). that's potentially a different thing that you're talking about (backups). for just backups, you may want to try a for-pay service or even something like .",0,emothion_gold_standard,love
"hi derick - right now, i'm running from the command line, and very soon we'll have it hooked up to hudson. we've convinced people that hudson will be fine without a physical log file from the rake execution. and i think i've satiated the desire for log files by using the "".parameters"" option on my msbuild and nunit tasks to log output. i'm loving albacore! you guys did a great job with it.",0,emothion_gold_standard,love
"if you can edit the code, you should just re-write it to use a custom api that does what you want. failing that, use maximilian's technique, but be warned that it is a maintenance horror. if you cannot edit the code, you can patch the import tables to redirect calls to your own code. a description of this technique can be found in - search for the section titled ""spying by altering of the import address table"". this is dangerous, but if you're careful you can make it work. also check out , which does the same sort of thing but doesn't require you to mess around with the actual patching.",-1,emothion_gold_standard,anger
"+1: i just used implemented this, it works great!",0,emothion_gold_standard,love
imo it is painful to debug as you tend to have no intermediary variables for inspection.,-1,emothion_gold_standard,anger
"this is a great question.. my approach for solving this question would be to ask: given a list of items, what is the popability of choosing two consecutive items from the list which are sorted. as the list becomes more sorted, the probability will approach 100%. to calculate this probability is relatively simple: i hope this helps!",0,emothion_gold_standard,joy
this can probably be removed if the suggestions for performok and performapply are implemented.,0,SentiCR,
"the minute you start down the road to control memory is the minute you start making a mistake. if you have requirements for memory, don't use .net. if you don't have requirements, stop worrying about memory. .net manages memory better than you ever could. stop it. leave it alone. no. bad. stop.",-1,emothion_gold_standard,sadness
catching all exceptions may obscure real errors and should be avoided. please make sure this won't happen again,-1,GPT,
applied @nonnullbydefault everywhere it was possible,0,SentiCR,
excellent - thanks!,0,emothion_gold_standard,love
right. then why do you have the method_exists() check? it looked like you meant to check if a method exists before calling it but then never called the method. just type hint $article as a wikipage to make this clearer and get rid of that check. last_edit_title definitely needs a rename.,-1,SentiCR,
"it will change the style of link that gitweb creates when it outputs html to the client. if a site wants the non path-info style, leaving this enabled would defeat that setting.",0,SentiCR,
your commit message is unhelpful. 'fixed stuff' does not explain what was fixed. provide details for better traceability.,-1,GPT,
another thing i hate to see is the : i've seen this in real code.,-1,emothion_gold_standard,anger
this is the third post i've seen with people filtering by *ascii* char-code - it's a terrible idea! where are you getting these examples from?,-1,emothion_gold_standard,anger
"for consistency, this could be named ""storeinhttpsession"".",0,SentiCR,
"i have just come across this great api: however, i would like to also retrieve the continent. is this even possible as i can not find it. maybe there is another api that is freely available that will offer city, country and continent? i have tried googles ajax api but they don't offer continent either. maybe i going to have to just convert what i already have into continents, how?! i hope this isn't too subjective! thanks all",0,emothion_gold_standard,joy
"nitpick: ""$reset = $cfglang = $cfg->lang = null;"" would have been even clearer here",0,SentiCR,
"sometimes in a long commit log, it's really painful to navigate the all-expanded diffs. (you get expanded-diffs when hitting enter from the magit-blame-mode for example) is there a way to collapse these diffs?",-1,emothion_gold_standard,anger
"in my case sometimes begins work after ""source control/update"". actually, its terrible bug, you have no guarantees that you see actual list!!!",-1,emothion_gold_standard,anger
"i'm trying to debug my application and from the point i fire it up on the ipad, it will get killed by timeout before it ever reaches finishedlaunching() (i have abreakpoint there)! here' swhat i see in the output panel. all this takes almost 20s. if i run the app in release build it randomly gets stuck. i hit a button and the delegate gets caled half a minute later. what is going on? in the simulator it is all okay.",-1,emothion_gold_standard,anger
@mludd: excellent!,0,emothion_gold_standard,love
excellent tool! thanks for making it available.,0,emothion_gold_standard,love
using string interpolation for sql queries can lead to sql injection attacks. use parameterized queries instead.,-1,GPT,
"i'm rethinking the design of my gui. i designed a few jframe with netbeans automated gui (yes, i'm lazy, and this generated code is often awful, i know !), but now i want them to be jpanel (actually, to inherit from another class that inherits jpanel). but i had the ""setdefaultcloseoperation"" modified, so my code is broken : setdefaultcloseoperation is impossible for a jpanel. since i can't modify the generated code, i was wondering : is there a way to make netbeans understand i changed my mind, and regenerate the code ?",-1,emothion_gold_standard,anger
here's a really terrible hack if you don't want the indirection and don't mind doing the cleanup yourself:,-1,emothion_gold_standard,anger
"iâ€:trade_mark:ll try this. string needs to be iterable. and while we are at it: how come java is so damn awful? no sane person would specify `remove` in an interface, just to add `throws unsupportedoperationexception - if the remove operation is not supported by this iterator`.",-1,emothion_gold_standard,anger
"i need to pass a regex substitution as a variable: this, of course, doesn't work. i tried eval'ing the substitution: but that didn't work either. what horribly obvious thing am i missing here?",-1,emothion_gold_standard,anger
your are really violating the idea of tdd if your code if doing something different for the test. why do you only need to change it inside the test?,-1,emothion_gold_standard,anger
"i don't know any opensource solutions, and the guys writing this stuff for money can't and won't tell you. guess you're out of luck :]",-1,emothion_gold_standard,sadness
"i use the gem for transparent usage of memcached. using the supplied config file it is enabled on all modes (development, test, production). is there a way to only activate cache-money in production mode? it's not immediately clear how to do this, and it's a total pain dealing with caching in development mode.",-1,emothion_gold_standard,anger
"add "": "" after ""successful"" otherwise the detail message will be appended directly onto it without any space.",0,SentiCR,
excellent - i'm glad you found it! the double quotes may be a unix/linux thing. note that oracle will accept `username/pw@db` or `username@db/pw`.,0,emothion_gold_standard,joy
"from what i can gather, asciidoc should be camel-case ",0,SentiCR,
it isn't :( ,-1,SentiCR,
"there are no test cases covering edge cases, such as invalid input or boundary conditions. this makes the code prone to breaking under unexpected scenarios. add comprehensive unit tests to ensure reliability before merging this into the main branch.",-1,GPT,
"my experiences sound similar to yours. i've only just started using doctrine, and have never used propel. however i am very disapointed in doctrine. it's documentation is terrible. poorly organised, and quite incomplete.",-1,emothion_gold_standard,anger
@kunalk: excellent ! worked for me . if you put this as answer then i can accept it . and it will helpful in future .,0,emothion_gold_standard,love
i don't think that you can... but if you can i'd love to see how!,0,emothion_gold_standard,joy
i am looking to create my own gestures for my ipad app. i know this can be done but don't know where to start. i read that there is some sample code that can store your custom gestures so you can re use them. think it was as ajson i'm looking to draw numbers as custom gestures but any sample code/tutorial where i can get an idea where to start i would be very great full! thanks ahead.,0,emothion_gold_standard,love
i think this needs to stay here? the idea is to have valid notificationproperties we need a notification method (currently smtp and later smtp/snmp) so it cant ba validates inside smtp?,0,SentiCR,
"excellent, thank you for sharing this!",0,emothion_gold_standard,love
"i had figured out the solution. what i realized was happening was that the deployments stopped working period, not just certain files were not coming across. this is absolutely a bug in azure deployment as near as i can figure. i had to drop & recreate my site in the cloud and the deployment continued to work. as a side rant. microsoft makes it extremely painful for someone to submit a bug as compared to other software vendors. and they wonder why their market share is shrinking.",-1,emothion_gold_standard,anger
i am have used the remove data method to remove validation from the page. this works but throws an error in the console window and crashes with ie8 (i'm being forced to develop to this browser...sad i know!). does anyone know how i can stop this error? here is my code to remove the validator: here is the error message from the console:,-1,emothion_gold_standard,sadness
(lack of line breaks in comments is saddening!),-1,emothion_gold_standard,sadness
"i have a class, let's call it linegraph, that renders a line graph. i need to subclass it, but the derived class is only used in one place and is coupled to the class that uses it. so i am using an inner class. i see two ways to do this: anonymous inner class named inner class i am not a fan of anonymous inner classes, because frankly i just think it looks really ugly. but in the case of a subclass that's only used in one place, is a named inner class overkill? what is the accepted practice?",-1,emothion_gold_standard,anger
put all of this into a static helper method that returns a map already configured for the sun jndi names used below. then we only need a map for connection pooling as an instance member.,0,SentiCR,
"why not put this in begin(), so that all subclasses will have the trxfname logic?",0,SentiCR,
"we need refresh freq_demote = defrag->tier_demote_frequency; here, otherwise we won't be able to change the frequency from the cli.",0,SentiCR,
"i am referring to this behaviour: (windows doesn't include the mouse cursor in the screen shot, i'm hovered on the uppermost (+) here.) i find this incredibly annoying in some cases, especially with larger methods. in , i have both checkboxes blank.",-1,emothion_gold_standard,anger
this is extremely unsafe! use `mysqli` or `pdo` instead of `mysql_`.,-1,emothion_gold_standard,anger
"ok, then, no solution that going db mysql... so sad ! :-( i will close the question !",-1,emothion_gold_standard,sadness
we must make sure the paste file is in absolute path mode: config_path = os.path.abspath(config_path) ?,0,SentiCR,
"i'm worndering how i can add 2 rows, of which 1 depends on another, in 1 transaction. reason i an doing is that the library i'm using does not return the rowid, and i need to commit the transaction as less as possible as i'm adding over a few million records! just for the record i'm using: sql server 2008 python pyodbc any idea? would be really awesome :)",0,emothion_gold_standard,love
i wondered if it's possible to set the editor windows tab width in eclipse. i hate it when i want to close several windows in a row and i always have to move the mouse. can i set eclipse to use only one width for every window tab?,-1,emothion_gold_standard,anger
loved your line nsindexpath *indexpath = [nsindexpath indexpathforrow:0 insection:1];. +1 for you ;),0,emothion_gold_standard,love
"this workaround gets the job done, but it doesn’t feel like the right approach.i definitly think it make sense to refactor this and follow the existing patterns in the codebase.",-1,GPT,
this is better than mine. didn't know you could do a string array for formats. very nice!,0,emothion_gold_standard,joy
excellent recipe!,0,emothion_gold_standard,love
"this is a disgustingly horrible hack, but it might get the job done:",-1,emothion_gold_standard,anger
"with no offense, just as one developer to another, i'm afraid that your idea seems terribly inefficient. it seems to me that instead of uniting sqlite databases you should probably be storing several tables within the same database file. however if i'm mistaken i guess you could attach the databases and then use a view to simplify your queries. or make an in-memory table and copy over all the data (but that's even worse performance wise, especially if you have large databases)",-1,emothion_gold_standard,anger
"yes, we used to use starling. but it's a pain to always delegate the stuff that could take awhile to a different process.",-1,emothion_gold_standard,anger
"""that all 4 projects are imported"" or ""that it imports all 4 projects""",0,SentiCR,
to address the previous concerns about constructing a massive qbytearray in the case of no terminating character: i set pos2 to pos so that the qbytearray is empty in that case.,0,SentiCR,
"why is powerbuilder community so small? if i have asked anything about jquery/.net/php, there would have been at least 2-3 answers by now :-(",-1,emothion_gold_standard,sadness
"thank you for the excellent answers! @arnoldspence is correct: it is indeed a case of memory fragmentation. i confirmed this by modifying my example above to allocate a series of 49 mb buffers after the reaching the ""out of memory"" condition. sure enough, these all succeeded (up to the 2gb limit).",0,emothion_gold_standard,love
"the objective of my endeavour is to have a linux computer execute a command (or maybe a local script - on the target) over a local network. ideally, i would use ssh to do this but unfortunately my embedded target is running wince which is absolutely horrible. to do this, i would require an ssh server running on wince. i looked into the openssh port but it doesn't work and development for that stalled six years ago. to wrap up, i am looking for an alternative solution to using ssh on wince. so, any ideas?",-1,emothion_gold_standard,anger
please document these. is_precise is we know the exact type? would 'exact' be clearer?,0,SentiCR,
"i am trying to construct a page layout, where the left column has a fixed width and a height of 100% (of whatever the right column is) and the right column has a fluid width. i've tried various ways of doing it, but can't seem to get it right.. here's my code: and my css is: if someone could help me out, that would be fantastic :)",0,emothion_gold_standard,love
